Brain_Region,Loading
"NAC, nucleus accumbens,Left",0.23271459855205895
"A20iv, intermediate ventral area 20,Right",0.18229647311303934
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Left",0.17695071275103447
"rHipp, rostral hippocampus,Left",0.17288276087623078
"A8vl, ventrolateral area 8,Left",0.16161820917740283
"TE1.0 and TE1.2,Right",0.15136790567994796
"A32sg, subgenual area 32,Left",0.14855089945249977
"rHipp, rostral hippocampus,Right",0.1375139109676264
"V5/MT+, area V5/MT+,Right",0.13563059285623516
"PPtha, posterior parietal thalamus,Left",0.12582778003713774
