Brain_Region,Loading
"A8vl, ventrolateral area 8,Left",0.15794047339560904
"A22c, caudal area 22,Right",0.141496824346661
"dCa, dorsal caudate,Left",0.14052106682591559
"A5m, medial area 5(PEm),Right",0.1393270084786912
"lAmyg, lateral amygdala,Right",0.13375952031141178
"A9l, lateral area 9,Left",0.13284057126923876
"A9m,medial area 9,Left",0.13170059203636075
"A40rv, rostroventral area 40(PFop),Right",0.1286935109307332
"A5l, lateral area 5,Right",0.12350125087316875
"A40rd, rostrodorsal area 40(PFt),Right",0.12262498019108754
