Brain_Region,Loading
"A44v, ventral area 44,Left",0.19120637253350842
"vCa, ventral caudate,Right",0.1856793368912726
"A20r, rostral area 20,Right",0.16105447056663055
"vmPu, ventromedial putamen,Right",0.15971022460999187
"A6cvl, caudal ventrolateral area 6,Right",0.1517426719015081
"mAmyg, medial amygdala,Left",0.1513287959741199
"A35/36c, caudal area 35/36,Left",0.14899717275915836
"mPMtha, pre-motor thalamus,Right",0.14357682011558717
"dId, dorsal dysgranular insula,Right",0.1302149832442602
"A32sg, subgenual area 32,Right",0.12857857161830283
