Brain_Region,Loading
"A8vl, ventrolateral area 8,Right",0.17549768186577325
"mOccG, middle occipital gyrus,Left",0.17356608697594647
"dmPOS, dorsomedial parietooccipital  sulcus(PEr) ,Right",0.15352899792979077
"A11m, medial area 11,Left",0.15280784234948736
"A21c, caudal area 21,Right",0.1487384052199879
"A9/46d, dorsal area 9/46,Right",0.14458210235172783
"A38l, lateral area 38,Left",0.14259950129887575
"mAmyg, medial amygdala,Left",0.1402329652453328
"mAmyg, medial amygdala,Right",0.1386650779714242
"A39rd, rostrodorsal area 39(Hip3),Right",0.13842373149324044
