Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.355745179618442
"A9l, lateral area 9,Left",0.30872626272151854
"A10l, lateral area10,Right",0.15140671596406285
"IFS, inferior frontal sulcus,Left",0.14459170805456242
"IFJ, inferior frontal junction,Left",0.14416628125223618
"A8dl, dorsolateral area 8,Right",0.1418218606655802
"A2, area 2,Left",0.13864984369947006
"A1/2/3tru, area1/2/3(trunk region),Right",0.13503049872370837
"A9m,medial area 9,Left",0.13145217950570473
"PPtha, posterior parietal thalamus,Left",0.12978783447018283
