Brain_Region,Loading
"A9/46d, dorsal area 9/46,Left",0.20274479329958364
"V5/MT+, area V5/MT+,Left",0.18080485580681996
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.1743448025829216
"mOccG, middle occipital gyrus,Right",0.16675147075104982
"TE1.0 and TE1.2,Right",0.15943271489343175
"A9m,medial area 9,Right",0.15475554444462675
"A40rd, rostrodorsal area 40(PFt),Left",0.14424668545682975
"mPMtha, pre-motor thalamus,Left",0.13756511653788497
"A41/42, area 41/42,Right",0.13028050847769732
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.1296053540263713
