Brain_Region,Loading
"A39rd, rostrodorsal area 39(Hip3),Left",0.21282106812329202
"dCa, dorsal caudate,Left",0.20102722549795626
"vmPu, ventromedial putamen,Right",0.17557108866494
"GP, globus pallidus,Right",0.15013060890992447
"A24rv, rostroventral area 24,Right",0.14702184084076203
"A20rv, rostroventral area 20,Right",0.14607357412279393
"dId, dorsal dysgranular insula,Right",0.14059189445665513
"Stha, sensory thalamus,Left",0.13592416193578427
"A4hf, area 4(head and face region),Right",0.13270897483138916
"TH, area TH (medial PPHC),Left",0.13081060352507667
