Brain_Region,Loading
"A10m, medial area 10,Right",0.15207632525795534
"A22r, rostral area 22,Left",0.15081800513479093
"A31, area 31 (Lc1),Right",0.1468623567194617
"A31, area 31 (Lc1),Left",0.14270472981781882
"A11m, medial area 11,Left",0.13976108580969993
"A14m, medial area 14,Right",0.13751239486066974
"A24rv, rostroventral area 24,Right",0.13551073638935648
"A10m, medial area 10,Left",0.13490131413583667
"PPtha, posterior parietal thalamus,Right",0.13005450031255328
"A9/46v, ventral area 9/46 ,Right",0.1299568916274052
