Brain_Region,Loading
"A21c, caudal area 21,Left",0.20467459115268052
"A9/46v, ventral area 9/46 ,Right",0.16794675616090102
"A6cvl, caudal ventrolateral area 6,Right",0.16594394619534034
"TH, area TH (medial PPHC),Right",0.1522858892232971
"TE1.0 and TE1.2,Right",0.15080357265283298
"GP, globus pallidus,Left",0.14849175859291408
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.14714303882346602
"A22c, caudal area 22,Left",0.14373332997746044
"cTtha, caudal temporal thalamus,Right",0.13588878153037767
"mPFtha, medial pre-frontal thalamus,Right",0.13036412077409837
