Brain_Region,Loading
"iOccG, inferior occipital gyrus,Left",0.19130242627101285
"A4tl, area 4(tongue and larynx region),Left",0.167903555741334
"mPFtha, medial pre-frontal thalamus,Right",0.163174001542114
"A23v, ventral area 23,Right",0.1630125061019823
"OPC, occipital polar cortex,Left",0.1622601357017686
"vIa, ventral agranular insula,Right",0.14528769471707653
"A35/36c, caudal area 35/36,Left",0.14450375617378258
"A9/46d, dorsal area 9/46,Right",0.14238909667810196
"A40c, caudal area 40(PFm),Right",0.142291626623578
"A32sg, subgenual area 32,Right",0.13912122232613458
