Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.26554640066165214
"A8m, medial area 8,Left",0.22886549717503302
"IFS, inferior frontal sulcus,Left",0.19775154822458835
"A11l, lateral area 11,Left",0.18223835814749706
"A10m, medial area 10,Left",0.17088221488541408
"G, hypergranular insula,Right",0.16172976043230644
"A6m, medial area 6,Left",0.1449068716801003
"A6vl, ventrolateral area 6,Left",0.14336992169336588
"A10l, lateral area10,Left",0.1389325457572059
"vCa, ventral caudate,Left",0.13699056509130964
