Brain_Region,Loading
"IFS, inferior frontal sulcus,Left",0.27414750802175303
"A9m,medial area 9,Right",0.23339587366064057
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.1991585592429424
"A44v, ventral area 44,Left",0.19767188660421917
"NAC, nucleus accumbens,Left",0.19582648069343922
"cpSTS, caudoposterior superior temporal sulcus,Left",0.16354340861752634
"A6cdl, caudal dorsolateral area 6,Right",0.1459028353915179
"A9m,medial area 9,Left",0.13159025337551958
"A2, area 2,Right",0.13119543319416524
"A37dl, dorsolateral area37,Right",0.12628520054147532
