Brain_Region,Loading
"A44d,dorsal area 44,Left",0.24673888667137697
"A6vl, ventrolateral area 6,Right",0.21277545390639388
"A44v, ventral area 44,Left",0.21276739431659686
"A44op, opercular area 44,Left",0.16931875931552434
"A9l, lateral area 9,Right",0.16168407446550598
"IFS, inferior frontal sulcus,Right",0.15247989347750895
"G, hypergranular insula,Right",0.14790323502713373
"A23c, caudal area 23,Right",0.14639662119677294
"rCunG, rostral cuneus gyrus,Right",0.14253272090243638
"IFS, inferior frontal sulcus,Left",0.13241830522271034
