Brain_Region,Loading
"A44op, opercular area 44,Right",0.19208821720301664
"A9/46d, dorsal area 9/46,Right",0.17199443716273474
"A9m,medial area 9,Right",0.1697320549303127
"A9/46v, ventral area 9/46 ,Right",0.16949624115520365
"A37mv, medioventral area37,Left",0.1666133919716161
"vCa, ventral caudate,Right",0.1636303961939968
"cHipp, caudal hippocampus,Right",0.15137479081713998
"A39rd, rostrodorsal area 39(Hip3),Left",0.145492087844048
"TE1.0 and TE1.2,Right",0.140607311927975
"cCunG, caudal cuneus gyrus,Left",0.13187602057679967
