Brain_Region,Loading
"A6m, medial area 6,Left",0.24004603144952644
"A9/46d, dorsal area 9/46,Left",0.23640855627185886
"A9m,medial area 9,Left",0.22712234748179913
"A10m, medial area 10,Left",0.2052227039364424
"A10m, medial area 10,Right",0.19598415821700002
"A9m,medial area 9,Right",0.17239342303654
"A8m, medial area 8,Left",0.14994526093750996
"A6dl, dorsolateral area 6,Right",0.14543632868394377
"A8dl, dorsolateral area 8,Left",0.13766062370298834
"GP, globus pallidus,Left",0.13586071774419572
