Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.3435755947252136
"A44op, opercular area 44,Left",0.23365296146830916
"A12/47l, lateral area 12/47,Left",0.2120741264282655
"A6vl, ventrolateral area 6,Left",0.19350779205523308
"A4t, area 4(trunk region),Left",0.18935653574585154
"A8m, medial area 8,Right",0.18366590111207964
"A11l, lateral area 11,Left",0.16414720765514337
"IFS, inferior frontal sulcus,Right",0.13781215453642082
"A9/46v, ventral area 9/46 ,Left",0.13703676793568167
"TI, area TI(temporal agranular insular cortex),Right",0.13320420571869623
