Brain_Region,Loading
"A6dl, dorsolateral area 6,Right",0.21497887832067328
"A8m, medial area 8,Right",0.1975366231622555
"A13, area 13,Left",0.18358357527448615
"A9l, lateral area 9,Right",0.17678026096087407
"A37lv, lateroventral area37,Left",0.17410842828895273
"A9m,medial area 9,Left",0.16368401848798847
"A10m, medial area 10,Left",0.16175626202990928
"A46, area 46,Left",0.13998578594486064
"IFS, inferior frontal sulcus,Left",0.1360053156696715
"A39rv, rostroventral area 39(PGa),Right",0.13324758814272078
