Brain_Region,Loading
"A8m, medial area 8,Left",0.3201817074794382
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.2042980880831265
"A6dl, dorsolateral area 6,Right",0.1771479113983025
"mAmyg, medial amygdala,Left",0.17669625632072522
"A12/47l, lateral area 12/47,Left",0.15819410567082345
"A45r, rostral area 45,Right",0.1557370147993565
"mOccG, middle occipital gyrus,Right",0.1453378126392216
"A46, area 46,Left",0.14305636132479668
"A1/2/3tru, area1/2/3(trunk region),Right",0.1285993643453392
"TE1.0 and TE1.2,Left",0.12194331339423202
