Brain_Region,Loading
"A4t, area 4(trunk region),Right",0.17663333678186338
"A6cdl, caudal dorsolateral area 6,Left",0.16795982630854733
"A4ll, area 4, (lower limb region),Left",0.15929113702146688
"A32sg, subgenual area 32,Right",0.15723733062375614
"cHipp, caudal hippocampus,Right",0.15529024821306175
"A1/2/3tru, area1/2/3(trunk region),Left",0.14857569372311136
"A4ll, area 4, (lower limb region),Right",0.14294144592256813
"A4hf, area 4(head and face region),Left",0.1423777511442068
"A4t, area 4(trunk region),Left",0.1416819033083746
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Left",0.1396844804207309
