Brain_Region,Loading
"A8dl, dorsolateral area 8,Right",0.34876027466377196
"A39c, caudal area 39(PGp),Right",0.17133487073368223
"dId, dorsal dysgranular insula,Right",0.16719421806597323
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.15781639182670934
"A9/46d, dorsal area 9/46,Left",0.1486036971619888
"A38l, lateral area 38,Right",0.14430373187307485
"A8m, medial area 8,Left",0.13956776086179148
"A6cvl, caudal ventrolateral area 6,Right",0.13094731511692523
"A6m, medial area 6,Left",0.12953319673897473
"TE1.0 and TE1.2,Left",0.12784491537994672
