Brain_Region,Loading
"A6m, medial area 6,Right",0.21028836748035995
"A6vl, ventrolateral area 6,Right",0.18410879321688273
"A4ll, area 4, (lower limb region),Left",0.17951072621341432
"A9m,medial area 9,Left",0.15843915284890708
"A8dl, dorsolateral area 8,Right",0.1553077259527526
"A9l, lateral area 9,Right",0.14419115641020092
"dIg, dorsal granular insula,Right",0.14330227556859435
"A1/2/3tru, area1/2/3(trunk region),Right",0.14240981159671842
"A8m, medial area 8,Left",0.14041592241142342
"A28/34, area 28/34 (EC, entorhinal cortex),Left",0.13960915585193856
