Brain_Region,Loading
"A9l, lateral area 9,Left",0.204588085433311
"A8dl, dorsolateral area 8,Right",0.1978905128738373
"A8m, medial area 8,Left",0.18964001817204845
"A6m, medial area 6,Left",0.1758565674410718
"lsOccG, lateral superior occipital gyrus,Left",0.1647299195344937
"A5l, lateral area 5,Left",0.15660958920463075
"A9/46d, dorsal area 9/46,Left",0.15125647561700356
"TE1.0 and TE1.2,Left",0.1489073313708994
"A8dl, dorsolateral area 8,Left",0.14556697583680417
"A20rv, rostroventral area 20,Left",0.13084060117542598
