Brain_Region,Loading
"IFS, inferior frontal sulcus,Left",0.3006490036118579
"A44d,dorsal area 44,Left",0.26147099667301316
"A2, area 2,Left",0.2115068049435997
"A6dl, dorsolateral area 6,Left",0.20489205663421498
"A8vl, ventrolateral area 8,Left",0.2044658206877361
"A9/46d, dorsal area 9/46,Left",0.1853241413844838
"A8m, medial area 8,Left",0.17009313283317823
"A41/42, area 41/42,Right",0.17004833109964215
"cCunG, caudal cuneus gyrus,Left",0.15360407886547228
"A7r, rostral area 7,Right",0.14180374683041133
