Brain_Region,Loading
"A10m, medial area 10,Left",0.3587010519174072
"A8m, medial area 8,Left",0.3288770279588447
"A9l, lateral area 9,Right",0.2507460671051516
"A9m,medial area 9,Right",0.23499768092884854
"TE1.0 and TE1.2,Left",0.2283623627912999
"A6m, medial area 6,Right",0.19662404620913884
"aSTS, anterior superior temporal sulcus,Right",0.14905697020752723
"A22c, caudal area 22,Left",0.14090160866731558
"A8m, medial area 8,Right",0.1364583110637789
"A6dl, dorsolateral area 6,Left",0.13590173843527234
