Brain_Region,Loading
"A9l, lateral area 9,Left",0.4076993463904804
"A9l, lateral area 9,Right",0.325838843568737
"A10m, medial area 10,Right",0.28266591968352883
"A8m, medial area 8,Right",0.27698069019264276
"A6m, medial area 6,Right",0.23169710333887555
"A9/46d, dorsal area 9/46,Left",0.23058450749625092
"A10m, medial area 10,Left",0.21897049383038905
"A6dl, dorsolateral area 6,Left",0.20717145315453545
"A8dl, dorsolateral area 8,Right",0.17389134942884915
"A37lv, lateroventral area37,Left",0.1169736775620117
