Brain_Region,Loading
"A9/46d, dorsal area 9/46,Left",0.31267590273307166
"A9m,medial area 9,Right",0.21097780340492783
"A8dl, dorsolateral area 8,Right",0.17021961051791262
"A6dl, dorsolateral area 6,Left",0.16846008443140573
"A44v, ventral area 44,Left",0.16348230625594826
"A32sg, subgenual area 32,Left",0.14930354409331525
"A6dl, dorsolateral area 6,Right",0.14913134893300628
"mPMtha, pre-motor thalamus,Left",0.14715302343367787
"aSTS, anterior superior temporal sulcus,Right",0.13789855453256208
"A6vl, ventrolateral area 6,Right",0.12962756271325043
