Brain_Region,Loading
"cpSTS, caudoposterior superior temporal sulcus,Left",0.20414947206847042
"A20iv, intermediate ventral area 20,Left",0.14697522085578613
"TH, area TH (medial PPHC),Left",0.1423871628299949
"rpSTS, rostroposterior superior temporal sulcus,Right",0.1364438999449352
"A40c, caudal area 40(PFm),Right",0.13537920902545061
"IFS, inferior frontal sulcus,Left",0.13425602126238348
"rCunG, rostral cuneus gyrus,Right",0.13206640698484098
Unnamed: 0,0.13016937650982507
"G, hypergranular insula,Left",0.12624099940130962
"A11m, medial area 11,Right",0.1256624402869069
