Brain_Region,Loading
"TI, area TI(temporal agranular insular cortex),Left",0.1782261443564464
"A21c, caudal area 21,Left",0.15711951081251277
"A8m, medial area 8,Right",0.15387762892667683
"mPFtha, medial pre-frontal thalamus,Left",0.15320117826273866
"A7r, rostral area 7,Right",0.15291121056408832
"A12/47o, orbital area 12/47,Right",0.1424120411366429
"cCunG, caudal cuneus gyrus,Right",0.14011174319013114
"rpSTS, rostroposterior superior temporal sulcus,Left",0.138732070709876
"mOccG, middle occipital gyrus,Left",0.1378325200214509
"OPC, occipital polar cortex,Left",0.12799242302037064
