Brain_Region,Loading
"IFJ, inferior frontal junction,Right",0.2036339361088005
"A31, area 31 (Lc1),Left",0.2033774798841813
"TI, area TI(temporal agranular insular cortex),Right",0.19886645013038098
"A10m, medial area 10,Left",0.18328483888396546
"A7c, caudal area 7,Left",0.18147899400105194
"A23v, ventral area 23,Right",0.17108019422773602
"A23d, dorsal area 23,Right",0.16379813618423567
"A9l, lateral area 9,Right",0.16129020098029154
"lPFtha, lateral pre-frontal thalamus,Right",0.15687462663505555
"A39rv, rostroventral area 39(PGa),Right",0.14781716346460586
