Brain_Region,Loading
"dCa, dorsal caudate,Right",0.19976442854765422
"A31, area 31 (Lc1),Right",0.16898697805258117
"cLinG, caudal lingual gyrus,Left",0.1598770583682804
"A22r, rostral area 22,Right",0.15949755860852868
"A9l, lateral area 9,Left",0.1567048816841111
"IFS, inferior frontal sulcus,Left",0.14956063943054596
"A6cdl, caudal dorsolateral area 6,Right",0.1488919752148555
"A7pc, postcentral area 7,Left",0.14643453460900016
"A44op, opercular area 44,Left",0.14123830579588503
"dCa, dorsal caudate,Left",0.13986399115326067
