Brain_Region,Loading
"A7r, rostral area 7,Left",0.18722706878056258
"A12/47l, lateral area 12/47,Left",0.17189809036403966
"A8dl, dorsolateral area 8,Left",0.16327004855047145
"A6dl, dorsolateral area 6,Right",0.15377004427364532
"A22r, rostral area 22,Right",0.14479051590953515
"rHipp, rostral hippocampus,Left",0.14042332516474515
"A6vl, ventrolateral area 6,Right",0.13751640586238822
"A44d,dorsal area 44,Left",0.13565715834805497
"A6cdl, caudal dorsolateral area 6,Left",0.13064608824563928
"mPFtha, medial pre-frontal thalamus,Right",0.1288285918484223
