Brain_Region,Loading
"lPFtha, lateral pre-frontal thalamus,Right",0.1777406166345784
"PPtha, posterior parietal thalamus,Left",0.15887863389592874
"Otha, occipital thalamus,Left",0.1504420786182421
"vmPu, ventromedial putamen,Left",0.15007726312718747
"A9/46d, dorsal area 9/46,Right",0.1463847716684924
"lAmyg, lateral amygdala,Left",0.14449322008745932
"Stha, sensory thalamus,Left",0.14158012625109442
"A37dl, dorsolateral area37,Left",0.1397365416963447
"A44op, opercular area 44,Left",0.13453495274807206
"vCa, ventral caudate,Right",0.13217128239689824
