Brain_Region,Loading
"A7pc, postcentral area 7,Right",0.17001249836549506
"A5m, medial area 5(PEm),Right",0.14951335581196715
"mPFtha, medial pre-frontal thalamus,Right",0.14622086783735397
"A8m, medial area 8,Left",0.1405958745399858
"A39rv, rostroventral area 39(PGa),Left",0.14028828242511104
"A8dl, dorsolateral area 8,Right",0.13729433132365254
"mPFtha, medial pre-frontal thalamus,Left",0.13584882358526967
"A23c, caudal area 23,Right",0.13538711297122277
"A7pc, postcentral area 7,Left",0.13433344186289878
"A8m, medial area 8,Right",0.1325711524613279
