Brain_Region,Loading
"dId, dorsal dysgranular insula,Right",0.15197811920726123
"A4tl, area 4(tongue and larynx region),Right",0.15124989483427975
"dId, dorsal dysgranular insula,Left",0.1431732156135742
"A24cd, caudodorsal area 24,Right",0.13839271669525247
"A45c, caudal area 45,Right",0.1357480356102801
"dIg, dorsal granular insula,Left",0.13473104148027895
"IFS, inferior frontal sulcus,Left",0.13279489032790076
"A4tl, area 4(tongue and larynx region),Left",0.13269534832137625
"G, hypergranular insula,Left",0.1314222277608731
"A6m, medial area 6,Left",0.13123909807701403
