Brain_Region,Loading
"A9m,medial area 9,Left",0.5280236356946137
"A8vl, ventrolateral area 8,Left",0.24141519580866294
"A10l, lateral area10,Right",0.22812273908820987
"A9l, lateral area 9,Left",0.19915831897712188
"A45r, rostral area 45,Right",0.1792857153774608
"A6dl, dorsolateral area 6,Left",0.15880652057586225
"A7m, medial area 7(PEp),Right",0.15138550628476852
"IFS, inferior frontal sulcus,Left",0.14598095251616997
"IFS, inferior frontal sulcus,Right",0.14547573482754708
"A24rv, rostroventral area 24,Right",0.14094055569878844
