Brain_Region,Loading
"A22c, caudal area 22,Left",0.22727386415921713
"A4ul, area 4(upper limb region),Right",0.1813319436062375
"V5/MT+, area V5/MT+,Right",0.15545389740486107
"A11m, medial area 11,Right",0.15415785922393319
"A6cvl, caudal ventrolateral area 6,Right",0.1479072987936172
"A23d, dorsal area 23,Right",0.1291596460984726
"rHipp, rostral hippocampus,Right",0.127520986450948
"A24rv, rostroventral area 24,Left",0.12353095176742793
"A4t, area 4(trunk region),Left",0.12218232785138754
"A31, area 31 (Lc1),Left",0.12189039254647897
