Brain_Region,Loading
"A6vl, ventrolateral area 6,Left",0.18530339286154085
"V5/MT+, area V5/MT+,Left",0.1755029587992294
"A45r, rostral area 45,Left",0.1724645611613784
"A45r, rostral area 45,Right",0.16726991060133453
"A32sg, subgenual area 32,Right",0.1629700162908063
"A9m,medial area 9,Left",0.15966297039174934
"aSTS, anterior superior temporal sulcus,Left",0.145018249803285
"A31, area 31 (Lc1),Left",0.1449189772255675
"A22r, rostral area 22,Left",0.14156834700228627
"A37elv, extreme lateroventral area37,Right",0.13727270867786232
