Brain_Region,Loading
"A44v, ventral area 44,Left",0.13519387535046884
"A12/47o, orbital area 12/47,Left",0.1298862175602807
"A8vl, ventrolateral area 8,Right",0.12045612926816597
"A9l, lateral area 9,Right",0.11940453698213481
"A7ip, intraparietal area 7(hIP3),Left",0.11847148498243125
"A38m, medial area 38,Left",0.11760190265082873
"NAC, nucleus accumbens,Left",0.11731049134829032
"A2, area 2,Right",0.11550022111899222
"A20il, intermediate lateral area 20,Right",0.11474555988814572
"cHipp, caudal hippocampus,Left",0.1138558121054462
