Brain_Region,Loading
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Left",0.1915432240774579
"A35/36r, rostral area 35/36,Left",0.17050853022076673
"A4hf, area 4(head and face region),Left",0.16730070026316093
"A6dl, dorsolateral area 6,Left",0.15478948555487082
"A41/42, area 41/42,Left",0.1543931555188659
"A7pc, postcentral area 7,Left",0.1518905754207739
"A40rv, rostroventral area 40(PFop),Left",0.14821685232576415
"A1/2/3ll, area1/2/3 (lower limb region),Right",0.1478720238657781
"IFS, inferior frontal sulcus,Right",0.1424404294099531
"IFJ, inferior frontal junction,Left",0.12650828233558725
