Brain_Region,Loading
"A23c, caudal area 23,Right",0.17935927448053673
"A7m, medial area 7(PEp),Left",0.1670436271110089
"A6dl, dorsolateral area 6,Right",0.16559875154032144
"A7m, medial area 7(PEp),Right",0.1516986889440487
"TI, area TI(temporal agranular insular cortex),Left",0.14851403359077014
"lPFtha, lateral pre-frontal thalamus,Left",0.14544216979087246
"A6cdl, caudal dorsolateral area 6,Right",0.13655773088279033
"mPMtha, pre-motor thalamus,Left",0.12722182316029265
"A20cv, caudoventral of area 20,Left",0.1265699633192864
"A9/46d, dorsal area 9/46,Right",0.12620515249300557
