Brain_Region,Loading
"A8dl, dorsolateral area 8,Right",0.5384123710358293
"A8dl, dorsolateral area 8,Left",0.22762658943823336
"A6dl, dorsolateral area 6,Right",0.21395148189710195
"A9/46d, dorsal area 9/46,Left",0.1451885051264579
"A45r, rostral area 45,Left",0.1423969576161157
"A20r, rostral area 20,Left",0.14022972923842975
"A44d,dorsal area 44,Right",0.13977769919891142
"A9l, lateral area 9,Left",0.12544984684904192
"cTtha, caudal temporal thalamus,Right",0.12076347213046483
"IFS, inferior frontal sulcus,Right",0.11168889029817308
