Brain_Region,Loading
"A6vl, ventrolateral area 6,Left",0.2730151142077002
"A8m, medial area 8,Right",0.19743985052884147
"IFJ, inferior frontal junction,Right",0.18223139816722086
"A6dl, dorsolateral area 6,Right",0.18069037593368983
"cTtha, caudal temporal thalamus,Right",0.17086065743884724
"A10m, medial area 10,Left",0.1564583112874307
"A8vl, ventrolateral area 8,Left",0.15402590047071793
"A9l, lateral area 9,Right",0.15287852858098203
"A20r, rostral area 20,Right",0.15160053639540444
"A46, area 46,Left",0.14777095745977226
