Brain_Region,Loading
"A22r, rostral area 22,Right",0.20378156608994455
"A11m, medial area 11,Right",0.19421561432079293
"A37vl, ventrolateral area 37,Left",0.1923671982684823
"aSTS, anterior superior temporal sulcus,Left",0.17068489109718543
"vIa, ventral agranular insula,Left",0.14910856629465852
"A12/47l, lateral area 12/47,Left",0.1474633245657033
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.13943570139823994
"PPtha, posterior parietal thalamus,Right",0.13853571878278848
"A7c, caudal area 7,Right",0.138458039973313
"A23c, caudal area 23,Left",0.13765619830292136
