Brain_Region,Loading
"A9m,medial area 9,Left",0.29151623283325323
"IFJ, inferior frontal junction,Left",0.2760121558309653
"A9m,medial area 9,Right",0.24661144996734816
"A10l, lateral area10,Right",0.16156117803355302
"A1/2/3ll, area1/2/3 (lower limb region),Right",0.15613545423276923
"A9/46v, ventral area 9/46 ,Right",0.15491257285293894
"A9l, lateral area 9,Right",0.14606082732024303
"A20rv, rostroventral area 20,Left",0.13413601661639826
"A8vl, ventrolateral area 8,Left",0.12350620258739363
"A6dl, dorsolateral area 6,Left",0.1234916286250256
