Brain_Region,Loading
"rHipp, rostral hippocampus,Right",0.18798432253757444
"cpSTS, caudoposterior superior temporal sulcus,Left",0.15553658599638046
"GP, globus pallidus,Right",0.15359890030603948
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.1516777005759616
"dIg, dorsal granular insula,Right",0.1481982916838267
"A11l, lateral area 11,Right",0.14670833810673048
"A22r, rostral area 22,Left",0.1355058931094738
"A20cl, caudolateral of area 20,Left",0.13366451579455513
"A20cv, caudoventral of area 20,Left",0.13120842031631194
"A24cd, caudodorsal area 24,Left",0.1303061584616037
