Brain_Region,Loading
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.18254820937037736
"rpSTS, rostroposterior superior temporal sulcus,Right",0.15608695965391983
"A9m,medial area 9,Left",0.15379668946698533
"A38l, lateral area 38,Right",0.14892064559298215
"A21c, caudal area 21,Right",0.14593249345295786
"A1/2/3tru, area1/2/3(trunk region),Left",0.14558663597137422
"A39c, caudal area 39(PGp),Left",0.14207309931427894
"A7m, medial area 7(PEp),Right",0.13930495448666208
"A7r, rostral area 7,Right",0.13611937591832873
"A4ll, area 4, (lower limb region),Left",0.13604118496637418
