Brain_Region,Loading
"A20iv, intermediate ventral area 20,Left",0.1937981633799968
"A8vl, ventrolateral area 8,Left",0.18106238050419368
"A6dl, dorsolateral area 6,Right",0.1806887665356716
"A44d,dorsal area 44,Left",0.16102028175865857
"A5l, lateral area 5,Left",0.1487910377341532
"A38l, lateral area 38,Right",0.14606634220020986
"A35/36r, rostral area 35/36,Right",0.13572282231055907
"mOccG, middle occipital gyrus,Left",0.13485896570251033
"mAmyg, medial amygdala,Right",0.13031959010254457
"A6dl, dorsolateral area 6,Left",0.12903054673969105
