Brain_Region,Loading
"A6m, medial area 6,Left",0.30068992404281997
"A10m, medial area 10,Left",0.29327752651041483
"A8vl, ventrolateral area 8,Right",0.2135612117969165
"lPFtha, lateral pre-frontal thalamus,Right",0.19119440632732881
"cTtha, caudal temporal thalamus,Right",0.14935012699480746
"IFJ, inferior frontal junction,Right",0.14894912710835034
"iOccG, inferior occipital gyrus,Left",0.1453179783547352
"A10l, lateral area10,Left",0.14355425373679084
"A9/46d, dorsal area 9/46,Left",0.14164395715931222
"A7m, medial area 7(PEp),Left",0.14119554058670247
