Brain_Region,Loading
"A1/2/3ll, area1/2/3 (lower limb region),Left",0.21214101821882458
"cpSTS, caudoposterior superior temporal sulcus,Left",0.20514861469171167
"A20cv, caudoventral of area 20,Right",0.16649339400479676
"A6dl, dorsolateral area 6,Left",0.15777766698332701
"A5m, medial area 5(PEm),Right",0.151444667787084
"V5/MT+, area V5/MT+,Left",0.1457287513796121
"A7r, rostral area 7,Left",0.14345893212212105
"A20il, intermediate lateral area 20,Left",0.1353359321591349
"lAmyg, lateral amygdala,Right",0.13461814781379852
"A6m, medial area 6,Right",0.13066360152965947
