Brain_Region,Loading
"A24rv, rostroventral area 24,Right",0.16467054061223374
"A22c, caudal area 22,Right",0.1494738426497739
"A10l, lateral area10,Left",0.145523900875271
"A46, area 46,Right",0.14529100019970176
"A7r, rostral area 7,Left",0.14512757520366085
"A20iv, intermediate ventral area 20,Left",0.14453474091816018
"A10l, lateral area10,Right",0.144125483507895
"V5/MT+, area V5/MT+,Right",0.1353378840077879
"vCa, ventral caudate,Left",0.13502446111906685
"A9/46d, dorsal area 9/46,Left",0.13423458181882084
