Brain_Region,Loading
"A4t, area 4(trunk region),Left",0.16091595697831257
"cCunG, caudal cuneus gyrus,Left",0.1575935536081528
"dId, dorsal dysgranular insula,Right",0.1529361424325953
"A28/34, area 28/34 (EC, entorhinal cortex),Right",0.15147304542039677
"A4ll, area 4, (lower limb region),Right",0.1481299051036099
"A38l, lateral area 38,Right",0.14692168407228326
"A8dl, dorsolateral area 8,Left",0.14569098155868246
"TL, area TL (lateral PPHC, posterior parahippocampal gyrus),Right",0.13739040308326636
"aSTS, anterior superior temporal sulcus,Right",0.13701330594512431
"A7r, rostral area 7,Left",0.13693503132596202
