Brain_Region,Loading
"A39rd, rostrodorsal area 39(Hip3),Right",0.20176779329863526
"cpSTS, caudoposterior superior temporal sulcus,Left",0.18784055853329656
"Otha, occipital thalamus,Right",0.18426058765244985
"rLinG, rostral lingual gyrus,Left",0.17984188373871202
"vCa, ventral caudate,Left",0.15683582839180216
"A37dl, dorsolateral area37,Right",0.14768129257777313
"A40rv, rostroventral area 40(PFop),Left",0.14752146737097913
"A20cv, caudoventral of area 20,Right",0.14745443106746992
"cpSTS, caudoposterior superior temporal sulcus,Right",0.14049523839594955
"mPMtha, pre-motor thalamus,Right",0.14029748175910486
