Brain_Region,Loading
"A9/46d, dorsal area 9/46,Right",0.2208556844918006
"A9/46d, dorsal area 9/46,Left",0.17168621663207845
"msOccG, medial superior occipital gyrus,Left",0.16559813380240918
"A4t, area 4(trunk region),Right",0.1565455472384569
"A10l, lateral area10,Right",0.14863298247501788
"A44d,dorsal area 44,Left",0.14118247738091622
"IFS, inferior frontal sulcus,Left",0.13785927048587027
"A10l, lateral area10,Left",0.13336639190217417
"A20r, rostral area 20,Right",0.1314169099479724
"A4ll, area 4, (lower limb region),Left",0.1306349098069807
